DATE,VIXCLS
2014-05-12,12.23
2014-05-19,12.42
2014-05-26,11.36
2014-06-02,11.58
2014-06-09,11.15
2014-06-16,12.65
2014-06-23,10.98
2014-06-30,11.57
2014-07-07,11.33
2014-07-14,11.82
2014-07-21,12.81
2014-07-28,12.56
2014-08-04,15.12
2014-08-11,14.23
2014-08-18,12.32
2014-08-25,11.70
2014-09-01,11.98
2014-09-08,12.66
2014-09-15,14.12
2014-09-22,13.69
2014-09-29,15.98
2014-10-06,15.46
2014-10-13,24.64
2014-10-20,18.57
2014-10-27,16.04
2014-11-03,14.73
2014-11-10,12.67
2014-11-17,13.99
2014-11-24,12.62
2014-12-01,14.29
2014-12-08,14.21
2014-12-15,20.42
2014-12-22,15.25
2014-12-29,15.06
2015-01-05,19.92
2015-01-12,19.60
2015-01-19,20.95
2015-01-26,15.52
2015-02-02,19.43
2015-02-09,18.55
2015-02-16,14.69
2015-02-23,14.56
2015-03-02,13.04
2015-03-09,15.06
2015-03-16,15.61
2015-03-23,13.41
2015-03-30,14.51
2015-04-06,14.74
2015-04-13,13.94
2015-04-20,13.30
2015-04-27,13.12
2015-05-04,12.85
2015-05-11,13.85
2015-05-18,12.73
2015-05-25,12.13
2015-06-01,13.97
2015-06-08,15.29
2015-06-15,15.39
2015-06-22,12.74
2015-06-29,18.85
2015-07-06,17.01
2015-07-13,13.90
2015-07-20,12.25
2015-07-27,15.60
2015-08-03,12.56
2015-08-10,12.23
2015-08-17,13.02
2015-08-24,40.74
2015-08-31,28.43
2015-09-07,27.80
2015-09-14,24.25
2015-09-21,20.14
2015-09-28,27.63
2015-10-05,19.54
2015-10-12,16.17
2015-10-19,14.98
2015-10-26,15.29
2015-11-02,14.15
2015-11-09,16.52
2015-11-16,18.16
2015-11-23,15.62
2015-11-30,16.13
2015-12-07,15.84
2015-12-14,22.73
2015-12-21,18.70
2015-12-28,16.91
2016-01-04,20.70
2016-01-11,24.30
2016-01-18,27.02
2016-01-25,24.15
2016-02-01,19.98
2016-02-08,26.00
2016-02-15,25.40
2016-02-22,19.38
2016-02-29,20.55
2016-03-07,17.35
2016-03-14,16.92
2016-03-21,13.79
2016-03-28,15.24
2016-04-04,14.12
2016-04-11,16.26
2016-04-18,13.35
2016-04-25,14.08
2016-05-02,14.68
2016-05-09,14.57
2016-05-16,14.68
2016-05-23,15.82
2016-05-30,13.12
2016-06-06,13.65
2016-06-13,20.97
2016-06-20,18.37
2016-06-27,23.85
2016-07-04,14.77
2016-07-11,13.54
2016-07-18,12.44
2016-07-25,12.87
2016-08-01,12.44
2016-08-08,11.50
2016-08-15,11.81
2016-08-22,12.27
2016-08-29,12.94
2016-09-05,11.98
2016-09-12,15.16
2016-09-19,15.53
2016-09-26,14.50
2016-10-03,13.57
2016-10-10,13.38
2016-10-17,16.21
2016-10-24,13.02
2016-10-31,17.06
2016-11-07,18.71
2016-11-14,14.48
2016-11-21,12.42
2016-11-28,13.15
2016-12-05,12.14
2016-12-12,12.64
2016-12-19,11.71
2016-12-26,11.44
2017-01-02,14.04
2017-01-09,11.56
2017-01-16,11.23
2017-01-23,11.77
2017-01-30,11.88
2017-02-06,11.37
2017-02-13,11.07
2017-02-20,11.49
2017-02-27,12.09
2017-03-06,11.24
2017-03-13,11.35
2017-03-20,11.34
2017-03-27,12.50
2017-04-03,12.38
2017-04-10,14.05
2017-04-17,14.66
2017-04-24,10.84
2017-05-01,10.11
2017-05-08,9.77
2017-05-15,10.42
2017-05-22,10.93
2017-05-29,9.81
2017-06-05,10.07
2017-06-12,11.46
2017-06-19,10.37
2017-06-26,9.90
2017-07-03,11.22
2017-07-10,11.11
2017-07-17,9.82
2017-07-24,9.43
2017-07-31,10.26
2017-08-07,9.93
2017-08-14,12.33
2017-08-21,13.19
2017-08-28,11.32
2017-09-04,10.13
2017-09-11,10.73
2017-09-18,10.15
2017-09-25,10.21
2017-10-02,9.45
2017-10-09,10.33
2017-10-16,9.91
2017-10-23,11.07
2017-10-30,10.5
2017-11-06,9.4
2017-11-13,11.5
2017-11-20,10.65
2017-11-27,9.87
2017-12-04,11.68
2017-12-11,9.34
2017-12-18,9.53
2017-12-25,9.9
2018-01-01,11.04
2018-01-08,9.52
2018-01-15,10.16
2018-01-22,11.03
2018-01-29,13.84
2018-02-05,37.32
2018-02-12,25.61
2018-02-19,19.46
2018-02-26,15.8
2018-03-05,18.73
2018-03-12,15.78
2018-03-19,19.02
2018-03-26,21.03
2018-04-02,23.62
2018-04-09,21.77
2018-04-16,16.56
2018-04-23,16.34
2018-04-30,15.93
2018-05-07,14.75
2018-05-14,12.93
2018-05-21,13.08
2018-05-28,13.22
2018-06-04,12.74
2018-06-11,12.35
2018-06-18,12.31
2018-06-25,17.33
2018-07-02,15.6
2018-07-09,12.69
2018-07-16,12.83
2018-07-23,12.62
2018-07-30,14.26
2018-08-06,11.27
2018-08-13,14.78
2018-08-20,12.49
2018-08-27,12.16
2018-09-03,12.86
2018-09-10,14.16
2018-09-17,13.68
2018-09-24,12.2
2018-10-01,12.0
2018-10-08,15.69
2018-10-15,21.3
2018-10-22,19.64
2018-10-29,24.7
2018-11-05,19.96
2018-11-12,20.45
2018-11-19,20.1
2018-11-26,18.9
2018-12-03,16.44
2018-12-10,22.64
2018-12-17,24.52
2018-12-24,36.07
2018-12-31,25.42
2019-01-07,21.4
2019-01-14,19.07
2019-01-21,17.8
2019-01-28,18.87
2019-02-04,15.73
2019-02-11,15.97
2019-02-18,14.91
2019-02-25,14.85
2019-03-04,14.63
2019-03-11,14.33
2019-03-18,13.1
2019-03-25,16.33
2019-04-01,13.4
2019-04-08,13.18
2019-04-15,12.32
2019-04-22,12.42
2019-04-29,13.11
2019-05-06,15.44
2019-05-13,20.55
2019-05-20,16.31
2019-05-27,15.85
2019-06-03,18.86
2019-06-10,15.94
2019-06-17,15.35
2019-06-24,15.26
2019-07-01,14.06
2019-07-08,13.96
2019-07-15,12.68
2019-07-22,13.53
2019-07-29,12.83
2019-08-05,24.59
2019-08-12,21.09
2019-08-19,16.88
2019-08-26,19.32
2019-09-02,18.98
2019-09-09,15.27
2019-09-16,14.67
2019-09-23,14.91
2019-09-30,16.24
2019-10-07,17.86
2019-10-14,14.57
2019-10-21,14.0
2019-10-28,13.11
2019-11-04,12.83
2019-11-11,12.69
2019-11-18,12.46
2019-11-25,11.87
2019-12-02,14.91
2019-12-09,15.86
2019-12-16,12.14
2019-12-23,12.61
2019-12-30,14.82
2020-01-06,13.85
2020-01-13,12.32
2020-01-20,12.1
2020-01-27,18.23
2020-02-03,17.97
2020-02-10,15.04
2020-02-17,13.68
2020-02-24,25.03
2020-03-02,33.42
2020-03-09,54.46
2020-03-16,82.69
2020-03-23,61.59
2020-03-30,57.08
2020-04-06,45.24
2020-04-13,41.17
2020-04-20,43.83
2020-04-27,33.29
2020-05-04,35.97
2020-05-11,27.57
2020-05-18,29.3
2020-05-25,28.16
2020-06-01,28.23
2020-06-08,25.81
2020-06-15,34.4
2020-06-22,31.77
2020-06-29,31.78
2020-07-06,27.94
2020-07-13,32.19
2020-07-20,24.46
2020-07-27,24.74
2020-08-03,24.28
2020-08-10,22.13
2020-08-17,21.35
2020-08-24,22.37
2020-08-31,26.41
2020-09-07,30.75
2020-09-14,25.85
2020-09-21,27.78
2020-09-28,26.19
2020-10-05,27.96
2020-10-12,25.07
2020-10-19,29.18
2020-10-26,32.46
2020-11-02,37.13
2020-11-09,25.75
2020-11-16,22.45
2020-11-23,22.66
2020-11-30,20.57
2020-12-07,21.3
2020-12-14,24.72
2020-12-21,25.16
2020-12-28,21.7
2021-01-04,26.97
2021-01-11,24.08
2021-01-18,24.34
2021-01-25,23.19
2021-02-01,30.24
2021-02-08,21.24
2021-02-15,19.97
2021-02-22,23.45
2021-03-01,23.35
2021-03-08,25.47
2021-03-15,20.03
2021-03-22,18.88
2021-03-29,20.74
2021-04-05,17.91
2021-04-12,16.91
2021-04-19,17.29
2021-04-26,17.64
2021-05-03,18.31
2021-05-10,19.66
2021-05-17,19.72
2021-05-24,18.4
2021-05-31,16.76
2021-06-07,16.42
2021-06-14,16.39
2021-06-21,17.89
2021-06-28,15.76
2021-07-05,15.07
2021-07-12,16.17
2021-07-19,22.5
2021-07-26,17.58
2021-08-02,19.46
2021-08-09,16.72
2021-08-16,16.12
2021-08-23,17.15
2021-08-30,16.19
2021-09-06,16.41
2021-09-13,19.37
2021-09-20,25.71
2021-09-27,18.76
2021-10-04,22.96
2021-10-11,20.0
2021-10-18,16.31
2021-10-25,15.24
2021-11-01,16.41
2021-11-08,17.22
2021-11-15,16.49
2021-11-22,19.17
2021-11-29,22.96
2021-12-06,27.18
2021-12-13,20.31
2021-12-20,22.87
2021-12-27,17.68
2022-01-03,16.6
2022-01-10,19.4
2022-01-17,19.19
2022-01-24,29.9
2022-01-31,24.83
2022-02-07,22.86
2022-02-14,28.33
2022-02-21,27.75
2022-02-28,30.15
2022-03-07,36.45
2022-03-14,31.77
2022-03-21,23.53
2022-03-28,19.63
2022-04-04,18.57
2022-04-11,24.37
2022-04-18,22.17
2022-04-25,27.02
2022-05-02,32.34
2022-05-09,34.75
2022-05-16,27.47
2022-05-23,28.48
2022-05-30,26.54
2022-06-06,25.07
2022-06-13,34.02
2022-06-20,31.03
2022-06-27,26.95
2022-07-04,27.53
2022-07-11,26.17
2022-07-18,25.3
2022-07-25,23.36
2022-08-01,22.84
2022-08-08,21.29
2022-08-15,19.95
2022-08-22,23.8
2022-08-29,26.21
2022-09-05,25.99
2022-09-12,23.87
2022-09-19,25.76
2022-09-26,32.26
2022-10-03,30.1
2022-10-10,32.45
2022-10-17,31.37
2022-10-24,29.85
2022-10-31,25.88
2022-11-07,24.35
2022-11-14,23.73
2022-11-21,22.36
2022-11-28,22.21
2022-12-05,20.75
2022-12-12,25.0
2022-12-19,22.42
2022-12-26,20.87
2023-01-02,21.67
2023-01-09,21.97
2023-01-16,19.49
2023-01-23,19.81
2023-01-30,19.94
2023-02-06,19.43
2023-02-13,20.34
2023-02-20,21.23
2023-02-27,20.95
2023-03-06,18.61
2023-03-13,26.52
2023-03-20,24.15
2023-03-27,20.6
2023-04-03,18.55
2023-04-10,18.97
2023-04-17,16.95
2023-04-24,16.89
2023-05-01,16.08
2023-05-08,16.98
2023-05-15,17.12
2023-05-22,17.21
2023-05-29,17.46
2023-06-05,14.73
2023-06-12,15.01
2023-06-19,14.19
2023-06-26,14.25
2023-07-03,13.57
2023-07-10,15.07
2023-07-17,13.48
2023-07-24,13.91
2023-07-31,13.63
2023-08-07,15.77
2023-08-14,14.82
2023-08-21,17.13
